"PP_1xBet" 	 82955
"PP_Pay4D" 	 11359
"PP_Pay4D2" 	 9881
"PP_WISE_KNIGHT_LIMITED_998v2" 	 4874
"PP_Mansion_M88LC" 	 6453
"PP_1win_1win" 	 6661
"PP_396club_UG396" 	 4879
"PP_Prize4D" 	 4785
"PP_Softswiss_betstar_SW" 	 1814
"PP_Alpha_Marsbahis" 	 2764
"PP_Mozzartbet" 	 3914
"PP_BlueOceanGaming_BOG_SW3" 	 2877
"PP_SOLID_SW_10BET" 	 1365
"PP_1xBet_melbet" 	 2986
"PP_SOLID_RDGE_VeraJohn" 	 2107
"PP_1xBet_22bet" 	 2013
"PP_Mozzartbet_Kenya" 	 2867
"PP_Tekhou5_Roobet" 	 726
"PP_Everymatrix_Jojobet" 	 1233
"PP_Sekabet" 	 1451
"PP_888_Casino_888_Casino_-_COM" 	 944
"PP_1xBet_betwinner" 	 1922
"PP_Betbuq_Playlogiq" 	 1982
"PP_Marathonbet" 	 799
"PP_Avento_AventoNV" 	 128
"PP_888_Casino_888_Casino_UK" 	 546
"PP_Softswiss_upx_SW" 	 353
"PP_Globonet_Playfortuna" 	 603
"PP_SOLID_EMPIRE_Empire" 	 634
"PP_Softswiss_Vavada_SW" 	 407
"PP_Betflag_betflag.it" 	 58
"PP_Betstudios_Superbetin" 	 540
"PP_JSD_Xsuerte" 	 410
"PP_Voidbridge_dafa" 	 676
"PP_MTech_HW_s" 	 353
"PP_Softswiss_olimp_SW" 	 19
"PP_Solid_Afun_Happy_Luke" 	 515
"PP_Skill_On_Net_COM" 	 424
"PP_LeoVegas" 	 1285
"PP_NukeGaming" 	 1300
"PP_VWIN_VWIN" 	 225
"PP_Inplaynet_mystake" 	 1726
"PP_LeoVegas_Group_LeoVegas-SE" 	 282
"PP_Riverplay_Brixcor" 	 243
"PP_IDNPlay_IDNSEAMLESS_IDNSPORT_LD" 	 8076
