"PP_1xBet" 	 86504
"PP_Pay4D" 	 7132
"PP_Pay4D2" 	 8456
"PP_WISE_KNIGHT_LIMITED_998v2" 	 3757
"PP_Mansion_M88LC" 	 6721
"PP_1win_1win" 	 4516
"PP_396club_UG396" 	 4320
"PP_Prize4D" 	 6386
"PP_Softswiss_betstar_SW" 	 3022
"PP_Alpha_Marsbahis" 	 2385
"PP_Mozzartbet" 	 1164
"PP_BlueOceanGaming_BOG_SW3" 	 1380
"PP_SOLID_SW_10BET" 	 1520
"PP_1xBet_melbet" 	 2498
"PP_SOLID_RDGE_VeraJohn" 	 1799
"PP_1xBet_22bet" 	 2003
"PP_Mozzartbet_Kenya" 	 2479
"PP_Tekhou5_Roobet" 	 2278
"PP_Everymatrix_Jojobet" 	 1432
"PP_Sekabet" 	 148
"PP_888_Casino_888_Casino_-_COM" 	 1058
"PP_1xBet_betwinner" 	 1662
"PP_Betbuq_Playlogiq" 	 1179
"PP_Marathonbet" 	 517
"PP_Avento_AventoNV" 	 106
"PP_888_Casino_888_Casino_UK" 	 412
"PP_Softswiss_upx_SW" 	 357
"PP_Globonet_Playfortuna" 	 685
"PP_SOLID_EMPIRE_Empire" 	 535
"PP_Softswiss_Vavada_SW" 	 597
"PP_Betflag_betflag.it" 	 207
"PP_Betstudios_Superbetin" 	 617
"PP_JSD_Xsuerte" 	 276
"PP_Voidbridge_dafa" 	 755
"PP_MTech_HW_s" 	 239
"PP_Softswiss_olimp_SW" 	 51
"PP_Solid_Afun_Happy_Luke" 	 489
"PP_Skill_On_Net_COM" 	 170
"PP_LeoVegas" 	 492
"PP_NukeGaming" 	 663
"PP_VWIN_VWIN" 	 240
"PP_Inplaynet_mystake" 	 659
"PP_LeoVegas_Group_LeoVegas-SE" 	 260
"PP_Riverplay_Brixcor" 	 100
"PP_IDNPlay_IDNSEAMLESS_IDNSPORT_LD" 	 5597
