"PP_1xBet" 	 72577
"PP_Pay4D" 	 7531
"PP_Pay4D2" 	 7819
"PP_WISE_KNIGHT_LIMITED_998v2" 	 3173
"PP_Mansion_M88LC" 	 7581
"PP_1win_1win" 	 7819
"PP_396club_UG396" 	 3758
"PP_Prize4D" 	 7467
"PP_Softswiss_betstar_SW" 	 1091
"PP_Alpha_Marsbahis" 	 3316
"PP_Mozzartbet" 	 2484
"PP_BlueOceanGaming_BOG_SW3" 	 3037
"PP_SOLID_SW_10BET" 	 852
"PP_1xBet_melbet" 	 2386
"PP_SOLID_RDGE_VeraJohn" 	 3098
"PP_1xBet_22bet" 	 1851
"PP_Mozzartbet_Kenya" 	 2358
"PP_Tekhou5_Roobet" 	 1280
"PP_Everymatrix_Jojobet" 	 1987
"PP_Sekabet" 	 1000
"PP_888_Casino_888_Casino_-_COM" 	 1259
"PP_1xBet_betwinner" 	 1220
"PP_Betbuq_Playlogiq" 	 1334
"PP_Marathonbet" 	 624
"PP_Avento_AventoNV" 	 266
"PP_888_Casino_888_Casino_UK" 	 690
"PP_Softswiss_upx_SW" 	 373
"PP_Globonet_Playfortuna" 	 235
"PP_SOLID_EMPIRE_Empire" 	 714
"PP_Softswiss_Vavada_SW" 	 273
"PP_Betflag_betflag.it" 	 265
"PP_Betstudios_Superbetin" 	 251
"PP_JSD_Xsuerte" 	 328
"PP_Voidbridge_dafa" 	 953
"PP_MTech_HW_s" 	 684
"PP_Solid_Afun_Happy_Luke" 	 553
"PP_Skill_On_Net_COM" 	 319
"PP_LeoVegas" 	 1115
"PP_NukeGaming" 	 1116
"PP_VWIN_VWIN" 	 328
"PP_Inplaynet_mystake" 	 714
"PP_LeoVegas_Group_LeoVegas-SE" 	 155
"PP_Riverplay_Brixcor" 	 31
"PP_IDNPlay_IDNSEAMLESS_IDNSPORT_LD" 	 5140
