"PP_1xBet" 	 74001
"PP_Pay4D" 	 7787
"PP_Pay4D2" 	 8416
"PP_WISE_KNIGHT_LIMITED_998v2" 	 2589
"PP_Mansion_M88LC" 	 5083
"PP_1win_1win" 	 5456
"PP_396club_UG396" 	 4165
"PP_Prize4D" 	 6601
"PP_Softswiss_betstar_SW" 	 1232
"PP_Alpha_Marsbahis" 	 4068
"PP_BlueOceanGaming_BOG_SW3" 	 4202
"PP_SOLID_SW_10BET" 	 912
"PP_1xBet_melbet" 	 2538
"PP_SOLID_RDGE_VeraJohn" 	 1222
"PP_1xBet_22bet" 	 1956
"PP_Mozzartbet_Kenya" 	 1953
"PP_Tekhou5_Roobet" 	 1638
"PP_Everymatrix_Jojobet" 	 1986
"PP_Sekabet" 	 2009
"PP_888_Casino_888_Casino_-_COM" 	 1717
"PP_1xBet_betwinner" 	 906
"PP_Betbuq_Playlogiq" 	 1981
"PP_Marathonbet" 	 661
"PP_Avento_AventoNV" 	 427
"PP_888_Casino_888_Casino_UK" 	 1096
"PP_Softswiss_upx_SW" 	 552
"PP_Globonet_Playfortuna" 	 729
"PP_SOLID_EMPIRE_Empire" 	 431
"PP_Softswiss_Vavada_SW" 	 660
"PP_Betflag_betflag.it" 	 469
"PP_Betstudios_Superbetin" 	 1591
"PP_JSD_Xsuerte" 	 226
"PP_Voidbridge_dafa" 	 1284
"PP_MTech_HW_s" 	 396
"PP_Softswiss_olimp_SW" 	 275
"PP_Solid_Afun_Happy_Luke" 	 495
"PP_Skill_On_Net_COM" 	 501
"PP_LeoVegas" 	 636
"PP_NukeGaming" 	 1502
"PP_VWIN_VWIN" 	 136
"PP_Inplaynet_mystake" 	 968
"PP_LeoVegas_Group_LeoVegas-SE" 	 352
"PP_Riverplay_Brixcor" 	 136
