"PP_1xBet" 	 54045
"PP_Pay4D" 	 3733
"PP_Pay4D2" 	 1832
"PP_WISE_KNIGHT_LIMITED_998v2" 	 896
"PP_Mansion_M88LC" 	 2811
"PP_1win_1win" 	 5532
"PP_396club_UG396" 	 1861
"PP_Prize4D" 	 2552
"PP_Softswiss_betstar_SW" 	 1160
"PP_Alpha_Marsbahis" 	 2840
"PP_Mozzartbet" 	 2347
"PP_BlueOceanGaming_BOG_SW3" 	 2625
"PP_SOLID_SW_10BET" 	 703
"PP_1xBet_melbet" 	 2084
"PP_SOLID_RDGE_VeraJohn" 	 470
"PP_1xBet_22bet" 	 1625
"PP_Mozzartbet_Kenya" 	 1788
"PP_Tekhou5_Roobet" 	 2652
"PP_Everymatrix_Jojobet" 	 2828
"PP_Sekabet" 	 1342
"PP_888_Casino_888_Casino_-_COM" 	 2104
"PP_1xBet_betwinner" 	 836
"PP_Betbuq_Playlogiq" 	 789
"PP_Marathonbet" 	 1080
"PP_Avento_AventoNV" 	 71
"PP_888_Casino_888_Casino_UK" 	 744
"PP_Softswiss_upx_SW" 	 480
"PP_Globonet_Playfortuna" 	 907
"PP_SOLID_EMPIRE_Empire" 	 364
"PP_Softswiss_Vavada_SW" 	 698
"PP_Betflag_betflag.it" 	 503
"PP_Betstudios_Superbetin" 	 1111
"PP_JSD_Xsuerte" 	 527
"PP_Voidbridge_dafa" 	 237
"PP_MTech_HW_s" 	 219
"PP_Softswiss_olimp_SW" 	 41
"PP_Solid_Afun_Happy_Luke" 	 150
"PP_Skill_On_Net_COM" 	 211
"PP_LeoVegas" 	 567
"PP_NukeGaming" 	 255
"PP_VWIN_VWIN" 	 24
"PP_Inplaynet_mystake" 	 814
"PP_LeoVegas_Group_LeoVegas-SE" 	 364
"PP_Riverplay_Brixcor" 	 88
