"PP_1xBet" 	 43060
"PP_Pay4D" 	 4975
"PP_Pay4D2" 	 4148
"PP_WISE_KNIGHT_LIMITED_998v2" 	 1096
"PP_Mansion_M88LC" 	 2911
"PP_1win_1win" 	 1781
"PP_396club_UG396" 	 1190
"PP_Prize4D" 	 2687
"PP_Softswiss_betstar_SW" 	 505
"PP_Alpha_Marsbahis" 	 844
"PP_Mozzartbet" 	 184
"PP_BlueOceanGaming_BOG_SW3" 	 417
"PP_SOLID_SW_10BET" 	 728
"PP_1xBet_melbet" 	 1890
"PP_SOLID_RDGE_VeraJohn" 	 517
"PP_1xBet_22bet" 	 725
"PP_Mozzartbet_Kenya" 	 899
"PP_Tekhou5_Roobet" 	 3766
"PP_Everymatrix_Jojobet" 	 433
"PP_Sekabet" 	 202
"PP_888_Casino_888_Casino_-_COM" 	 1526
"PP_1xBet_betwinner" 	 325
"PP_Betbuq_Playlogiq" 	 67
"PP_Marathonbet" 	 365
"PP_888_Casino_888_Casino_UK" 	 246
"PP_Softswiss_upx_SW" 	 228
"PP_Globonet_Playfortuna" 	 87
"PP_SOLID_EMPIRE_Empire" 	 106
"PP_Softswiss_Vavada_SW" 	 117
"PP_Betstudios_Superbetin" 	 478
"PP_JSD_Xsuerte" 	 410
"PP_Voidbridge_dafa" 	 272
"PP_MTech_HW_s" 	 90
"PP_Softswiss_olimp_SW" 	 163
"PP_Solid_Afun_Happy_Luke" 	 104
"PP_Skill_On_Net_COM" 	 162
"PP_LeoVegas" 	 332
"PP_NukeGaming" 	 246
"PP_VWIN_VWIN" 	 21
"PP_Inplaynet_mystake" 	 115
"PP_Riverplay_Brixcor" 	 65
