"PP_1xBet" 	 91983
"PP_Pay4D" 	 9960
"PP_Pay4D2" 	 8913
"PP_WISE_KNIGHT_LIMITED_998v2" 	 3490
"PP_Mansion_M88LC" 	 5820
"PP_1win_1win" 	 6387
"PP_396club_UG396" 	 5248
"PP_Prize4D" 	 7631
"PP_Softswiss_betstar_SW" 	 2110
"PP_Alpha_Marsbahis" 	 4723
"PP_Mozzartbet" 	 2520
"PP_BlueOceanGaming_BOG_SW3" 	 4067
"PP_SOLID_SW_10BET" 	 1377
"PP_1xBet_melbet" 	 1886
"PP_SOLID_RDGE_VeraJohn" 	 1715
"PP_1xBet_22bet" 	 1816
"PP_Mozzartbet_Kenya" 	 1769
"PP_Tekhou5_Roobet" 	 1588
"PP_Everymatrix_Jojobet" 	 3018
"PP_Sekabet" 	 1563
"PP_888_Casino_888_Casino_-_COM" 	 1325
"PP_1xBet_betwinner" 	 837
"PP_Betbuq_Playlogiq" 	 1695
"PP_Marathonbet" 	 990
"PP_Avento_AventoNV" 	 922
"PP_888_Casino_888_Casino_UK" 	 555
"PP_Softswiss_upx_SW" 	 475
"PP_Globonet_Playfortuna" 	 631
"PP_SOLID_EMPIRE_Empire" 	 654
"PP_Softswiss_Vavada_SW" 	 773
"PP_Betflag_betflag.it" 	 137
"PP_Betstudios_Superbetin" 	 1055
"PP_JSD_Xsuerte" 	 555
"PP_Voidbridge_dafa" 	 714
"PP_MTech_HW_s" 	 588
"PP_Softswiss_olimp_SW" 	 447
"PP_Solid_Afun_Happy_Luke" 	 342
"PP_Skill_On_Net_COM" 	 318
"PP_LeoVegas" 	 552
"PP_NukeGaming" 	 461
"PP_VWIN_VWIN" 	 426
"PP_Inplaynet_mystake" 	 705
"PP_LeoVegas_Group_LeoVegas-SE" 	 156
"PP_Riverplay_Brixcor" 	 334
