"PP_1xBet" 	 57457
"PP_Pay4D" 	 4097
"PP_Pay4D2" 	 2967
"PP_WISE_KNIGHT_LIMITED_998v2" 	 2027
"PP_Mansion_M88LC" 	 3139
"PP_1win_1win" 	 7006
"PP_396club_UG396" 	 2316
"PP_Prize4D" 	 2199
"PP_Softswiss_betstar_SW" 	 1325
"PP_Alpha_Marsbahis" 	 5688
"PP_Mozzartbet" 	 2374
"PP_BlueOceanGaming_BOG_SW3" 	 3163
"PP_SOLID_SW_10BET" 	 826
"PP_1xBet_melbet" 	 1909
"PP_SOLID_RDGE_VeraJohn" 	 932
"PP_1xBet_22bet" 	 1154
"PP_Mozzartbet_Kenya" 	 2316
"PP_Tekhou5_Roobet" 	 2660
"PP_Everymatrix_Jojobet" 	 3401
"PP_Sekabet" 	 1943
"PP_888_Casino_888_Casino_-_COM" 	 1178
"PP_1xBet_betwinner" 	 1536
"PP_Betbuq_Playlogiq" 	 1677
"PP_Marathonbet" 	 1282
"PP_Avento_AventoNV" 	 780
"PP_888_Casino_888_Casino_UK" 	 232
"PP_Softswiss_upx_SW" 	 562
"PP_Globonet_Playfortuna" 	 698
"PP_SOLID_EMPIRE_Empire" 	 247
"PP_Softswiss_Vavada_SW" 	 649
"PP_Betflag_betflag.it" 	 269
"PP_Betstudios_Superbetin" 	 1018
"PP_JSD_Xsuerte" 	 473
"PP_Voidbridge_dafa" 	 373
"PP_MTech_HW_s" 	 216
"PP_Softswiss_olimp_SW" 	 191
"PP_Solid_Afun_Happy_Luke" 	 211
"PP_Skill_On_Net_COM" 	 157
"PP_LeoVegas" 	 501
"PP_NukeGaming" 	 433
"PP_VWIN_VWIN" 	 194
"PP_Inplaynet_mystake" 	 1218
"PP_LeoVegas_Group_LeoVegas-SE" 	 601
"PP_Riverplay_Brixcor" 	 137
