"PP_1xBet" 	 35594
"PP_Pay4D" 	 5282
"PP_Pay4D2" 	 6007
"PP_WISE_KNIGHT_LIMITED_998v2" 	 2301
"PP_Mansion_M88LC" 	 5181
"PP_1win_1win" 	 431
"PP_396club_UG396" 	 3403
"PP_Prize4D" 	 45
"PP_Softswiss_betstar_SW" 	 1538
"PP_Alpha_Marsbahis" 	 1543
"PP_Mozzartbet" 	 1009
"PP_BlueOceanGaming_BOG_SW3" 	 1437
"PP_SOLID_SW_10BET" 	 360
"PP_1xBet_melbet" 	 1056
"PP_SOLID_RDGE_VeraJohn" 	 938
"PP_1xBet_22bet" 	 314
"PP_Mozzartbet_Kenya" 	 484
"PP_Tekhou5_Roobet" 	 4917
"PP_Everymatrix_Jojobet" 	 1269
"PP_Sekabet" 	 431
"PP_888_Casino_888_Casino_-_COM" 	 3205
"PP_1xBet_betwinner" 	 428
"PP_Betbuq_Playlogiq" 	 107
"PP_Marathonbet" 	 181
"PP_Avento_AventoNV" 	 91
"PP_888_Casino_888_Casino_UK" 	 651
"PP_Softswiss_upx_SW" 	 43
"PP_Globonet_Playfortuna" 	 179
"PP_SOLID_EMPIRE_Empire" 	 695
"PP_Softswiss_Vavada_SW" 	 101
"PP_Betflag_betflag.it" 	 62
"PP_Betstudios_Superbetin" 	 595
"PP_JSD_Xsuerte" 	 1304
"PP_Voidbridge_dafa" 	 573
"PP_MTech_HW_s" 	 213
"PP_Solid_Afun_Happy_Luke" 	 82
"PP_Skill_On_Net_COM" 	 536
"PP_LeoVegas" 	 909
"PP_NukeGaming" 	 138
"PP_VWIN_VWIN" 	 298
"PP_Inplaynet_mystake" 	 348
"PP_LeoVegas_Group_LeoVegas-SE" 	 46
"PP_Riverplay_Brixcor" 	 179
