"PP_1xBet" 	 48363
"PP_Pay4D" 	 4346
"PP_Pay4D2" 	 2485
"PP_WISE_KNIGHT_LIMITED_998v2" 	 1085
"PP_Mansion_M88LC" 	 3069
"PP_1win_1win" 	 5242
"PP_396club_UG396" 	 1730
"PP_Prize4D" 	 3620
"PP_Softswiss_betstar_SW" 	 386
"PP_Alpha_Marsbahis" 	 4400
"PP_Mozzartbet" 	 2513
"PP_BlueOceanGaming_BOG_SW3" 	 3326
"PP_SOLID_SW_10BET" 	 781
"PP_1xBet_melbet" 	 1882
"PP_SOLID_RDGE_VeraJohn" 	 940
"PP_1xBet_22bet" 	 1325
"PP_Mozzartbet_Kenya" 	 2826
"PP_Tekhou5_Roobet" 	 2659
"PP_Everymatrix_Jojobet" 	 3144
"PP_Sekabet" 	 1629
"PP_888_Casino_888_Casino_-_COM" 	 1687
"PP_1xBet_betwinner" 	 1090
"PP_Betbuq_Playlogiq" 	 1528
"PP_Marathonbet" 	 1583
"PP_Avento_AventoNV" 	 399
"PP_888_Casino_888_Casino_UK" 	 1131
"PP_Softswiss_upx_SW" 	 465
"PP_Globonet_Playfortuna" 	 787
"PP_SOLID_EMPIRE_Empire" 	 312
"PP_Softswiss_Vavada_SW" 	 655
"PP_Betflag_betflag.it" 	 223
"PP_Betstudios_Superbetin" 	 1117
"PP_JSD_Xsuerte" 	 146
"PP_Voidbridge_dafa" 	 519
"PP_MTech_HW_s" 	 521
"PP_Softswiss_olimp_SW" 	 199
"PP_Solid_Afun_Happy_Luke" 	 136
"PP_Skill_On_Net_COM" 	 190
"PP_LeoVegas" 	 511
"PP_NukeGaming" 	 326
"PP_VWIN_VWIN" 	 9
"PP_Inplaynet_mystake" 	 1137
"PP_LeoVegas_Group_LeoVegas-SE" 	 578
"PP_Riverplay_Brixcor" 	 103
